id,title,description,category,status,result,voting_ends_at,resolution_deadline,resolution_criteria,resolution_sources,resolution_confidence,total_yes_votes,total_no_votes,total_pool,created_at,resolved_at
019b65e7-4fd1-7558-88f5-9ffb7cad47a5,Lakers revenge Celtics tonight or straight cooked fr?,LeBron's squad faces rivals Celtics Dec 28 - redemption arc or poverty franchise confirmed in this rivalry bloodbath?,sports,LIVE,,2025-12-29 17:00:16.72+00,2025-12-29 23:00:16.72+00,"Resolves YES if Los Angeles Lakers defeat Boston Celtics in their NBA game on December 28, 2025, per official NBA box score.",,,0,0,0.00,2025-12-28 17:00:16.729566+00,
019b65e7-4fd2-7558-88f5-c8a95678e080,Holiday Cat Filter #1 TikTok trend EOD tmrw or flop?,Viral meme filter blowing up - claims #1 trending on TikTok by Dec 29 or just another quick fad? Swipe for cat chaos.,viral,LIVE,,2025-12-30 17:00:16.72+00,2025-12-30 23:00:16.72+00,"Resolves YES if 'Holiday Cat Filter' is the #1 trending topic or sound on TikTok globally by end of day December 29, 2025, per TikTok's official trends page.",,,0,0,0.00,2025-12-28 17:00:16.729566+00,
019b65e7-4fd1-7558-88f5-95def3337aee,Chargers stun Chiefs tomorrow or Mahomes owns forever?,Chargers can clinch playoffs with a W over Chiefs on Dec 29 - underdogs gonna upset or KC dynasty rolls on? Massive NFL drama incoming.,sports,LIVE,,2025-12-30 17:00:16.72+00,2025-12-30 23:00:16.72+00,"Resolves YES if Los Angeles Chargers defeat Kansas City Chiefs in their NFL game on December 29, 2025, as reported by official NFL sources.",,,0,0,0.00,2025-12-28 17:00:16.729566+00,
019b65e7-4fd2-7558-88f5-c3e877817bf2,Luna Bloom cracks Top 10 streams tmw or indie cope?,New single 'Winter's Chill' drops - underdog artist hits global Top 10 by Dec 29 or stays niche? Music stans watching.,music,LIVE,,2025-12-30 17:00:16.72+00,2025-12-30 23:00:16.72+00,"Resolves YES if Luna Bloom's 'Winter's Chill' reaches Top 10 on global streaming charts (Spotify Global or Apple Music) by end of day December 29, 2025.",,,0,0,0.00,2025-12-28 17:00:16.729566+00,
019b65e7-4fd2-7558-88f5-bd6170dbdac6,NeuralNet AI apologizes for chatbot mess by tmrw or nah?,"AI firm's bot went rogue - public sorry or retraction by Dec 30, or they double down on the chaos? Tech ethics drama.",tech,LIVE,,2025-12-31 17:00:16.72+00,2025-12-31 23:00:16.72+00,"Resolves YES if NeuralNet AI company issues a public apology or retraction statement regarding their chatbot's controversial statements by end of day December 30, 2025, on official channels or major news.",,,0,0,0.00,2025-12-28 17:00:16.729566+00,
019b65e1-e35d-7558-88f5-8cac51b15906,Chargers stun Chiefs tomorrow or Mahomes owns forever?,Chargers fighting for playoff life vs Chiefs Dec 29 - Harbaugh revenge or KC dynasty unbreakable? Degens loading up.,sports,LIVE,,2025-12-29 16:54:21.275+00,2025-12-29 22:54:21.275+00,"Resolves YES if the Los Angeles Chargers defeat the Kansas City Chiefs in their NFL game on December 29, 2025, per official NFL box score on NFL.com.",,,0,0,0.00,2025-12-28 16:54:21.280697+00,
019b65dc-6395-7558-88f5-87f6d49f812c,Lakers poverty confirmed vs Celtics tonight?,Lakers-Celtics rivalry explodes tonight - do they steal a W or lock in poverty franchise forever amid LeBron era doubts?,sports,LIVE,,2025-12-29 16:48:20.883+00,2025-12-29 22:48:20.883+00,"Resolves YES if the Los Angeles Lakers defeat the Boston Celtics in their NBA game on December 28, 2025, per official scores on NBA.com or ESPN.",,,0,0,0.00,2025-12-28 16:48:20.887988+00,
019b65d6-ec3e-7558-88f5-688f1a76eca4,Chloe Sparks nukes Jake diss track by Dec30 or beef cooked?,Influencer beef alert: Jake Atlas dropped a savage diss track on Chloe Sparks - will she clap back publicly by tomorrow or is the drama dead fr?,celebrities,LIVE,,2025-12-30 16:42:22.653+00,2025-12-30 22:42:22.653+00,"Resolves YES if Chloe Sparks posts or shares a public response (social media post, video, story, or statement) directly addressing Jake Atlas's diss track, as reported on her official accounts or major gossip sites like TMZ by end of day December 30, 2025 UTC.",,,0,0,0.00,2025-12-28 16:42:22.656832+00,
019b65d1-44ad-7558-88f5-641568feabee,Chargers stun Chiefs tomorrow or Mahomes owns LA forever?,"Chargers can clinch playoffs with a W over the Chiefs on Dec 29 - underdogs vs dynasty, Harbaugh revenge arc or total cope?",sports,LIVE,,2025-12-29 16:36:12.076+00,2025-12-29 22:36:12.076+00,"Resolves YES if the Los Angeles Chargers defeat the Kansas City Chiefs in their NFL game scheduled for December 29, 2025, as confirmed by official NFL scores.",,,0,0,0.00,2025-12-28 16:36:12.080083+00,
019b65cc-279b-7558-88f4-d9fcfebb884b,Valerius survives Shadows finale or TV tears?,Realm of Shadows season finale aired Dec 28 - does fan-fave Commander live or get the shock death?,tv,SETTLED,INVALID,2025-12-28 19:30:36.953+00,2025-12-29 01:30:36.953+00,"Resolves YES if Commander Valerius is confirmed alive at the end of the December 28, 2025 season finale episode per official recap on IMDb or network website.","""[]""",100,0,0,0.00,2025-12-28 16:30:36.961802+00,2025-12-29 01:30:43.711+00
019b65cc-279b-7558-88f4-e897dbc1cc17,BTC blasts $110k EOD or bullrun ngmi?,Crypto closing bell Dec 28 - does Bitcoin smash new highs or stall out hard?,crypto,SETTLED,NO,2025-12-28 22:30:36.953+00,2025-12-29 04:30:36.953+00,"Resolves YES if Bitcoin price closes above $110,000 USD on CoinGecko at end of December 28, 2025 UTC.","""[]""",95,0,0,0.00,2025-12-28 16:30:36.961802+00,2025-12-29 04:30:46.806+00
019b65cc-279b-7558-88f5-01f800256fc7,Chloe claps Jake diss tonight or truce?,Influencer beef boiling - Chloe Sparks fires back at Jake Atlas track by Dec 30?,celebrities,SETTLED,INVALID,2025-12-28 20:30:36.953+00,2025-12-29 02:30:36.953+00,"Resolves YES if Chloe Sparks publicly responds to Jake Atlas's diss track on her social media by end of December 30, 2025.","""[]""",100,0,0,0.00,2025-12-28 16:30:36.961802+00,2025-12-29 02:30:52.654+00
019b65cc-279b-7558-88f4-e2d5b6dfd2c5,Owls upset Grizzlies Holiday Bowl or cope?,"Dec 28 bowl game - underdog Sunstone Owls vs powerhouse Goliath Grizzlies, miracle or massacre?",sports,SETTLED,INVALID,2025-12-28 21:30:36.953+00,2025-12-29 03:30:36.953+00,"Resolves YES if Sunstone Owls defeat Goliath Grizzlies in the Holiday Bowl on December 28, 2025 per official game score.","""[]""",100,0,0,0.00,2025-12-28 16:30:36.961802+00,2025-12-29 03:30:46.397+00
019b65cc-279b-7558-88f4-f1a01657333c,Holiday Cat Filter #1 TikTok EOD or flop?,Meme explosion incoming Dec 29 - Cat Filter takes global throne or fades fast?,viral,SETTLED,INVALID,2025-12-28 22:30:36.953+00,2025-12-29 04:30:36.953+00,"Resolves YES if 'Holiday Cat Filter' is the #1 global trending topic on TikTok by end of December 29, 2025 per official TikTok trends page.","""[]""",100,0,0,0.00,2025-12-28 16:30:36.961802+00,2025-12-29 04:30:43.103+00
019b65cc-279b-7558-88f5-0a4c91a3f5d9,Cyber Frontier 2 Steam bomb or save?,Controversial launch Dec 29 - Mostly Negative user score incoming?,gaming,SETTLED,INVALID,2025-12-28 22:30:36.953+00,2025-12-29 04:30:36.953+00,"Resolves YES if 'Cybernetic Frontier 2' has 'Mostly Negative' recent user reviews on Steam by end of December 29, 2025.","""[]""",100,0,0,0.00,2025-12-28 16:30:36.961802+00,2025-12-29 04:30:44.167+00
019b65cc-279a-7558-88f4-d1423e6daef5,Lakers revenge Celtics tonight or cooked fr?,Iconic rivalry clash Dec 28 - Lakers get payback or Celtics prove supremacy in must-win?,sports,SETTLED,INVALID,2025-12-28 20:30:36.953+00,2025-12-29 02:30:36.953+00,"Resolves YES if Los Angeles Lakers defeat the Boston Celtics in their NBA game on December 28, 2025 per official NBA.com box score.","""[]""",100,0,0,0.00,2025-12-28 16:30:36.961802+00,2025-12-29 02:30:53.109+00
019b65cc-279b-7558-88f4-f9c345911e30,Quantum VR tanks <3/5 reviews or W?,Hot new headset faces critics Dec 29 - bomb or breakthrough?,tech,SETTLED,INVALID,2025-12-28 22:30:36.953+00,2025-12-29 04:30:36.953+00,"Resolves YES if average review score for Quantum VR Headset is below 3/5 stars across major sites (IGN, The Verge, TechRadar) by end of December 29, 2025.","""[]""",100,0,0,0.00,2025-12-28 16:30:36.961802+00,2025-12-29 04:30:41.355+00
019b65cb-f4a9-7558-88f4-c9a97ed004df,Lakers beat Celtics tonight or Boston owns rivalry?,"Iconic NBA rivalry clash on Dec 28th - Lakers gunning for revenge after rough stretch, or do Celtics keep cooking LA?",sports,LIVE,,2025-12-29 16:30:23.91+00,2025-12-29 22:30:23.91+00,"Resolves YES if the Los Angeles Lakers defeat the Boston Celtics in their scheduled NBA game on December 28, 2025, according to the official box score on NBA.com.",,,0,0,0.00,2025-12-28 16:30:23.915579+00,
019b65c6-6d5e-7558-88f4-b3dbd7861d5a,Taeil sentencing sparks K-stan riots by Dec30 or cope?,NCT's Moon Taeil faces final sentencing fallout from scandal - will fans launch protests or blow up #JusticeForVictim/#SupportTaeil trends by Dec 30?,celebrities,LIVE,,2025-12-30 16:24:21.594+00,2025-12-30 22:24:21.594+00,"Resolves YES if major outlets (Soompi, Allkpop, Koreaboo) or Twitter/X trends data report organized fan protests or significant social media trends (#JusticeForVictim or #SupportTaeil worldwide top trends) regarding Taeil's sentencing by end of December 30, 2025 UTC.",,,0,0,0.00,2025-12-28 16:24:21.620657+00,
019b65c0-d672-7558-88f4-9f25a99b8e4c,Saudi baller snags Best Men's Globe tonight or Yamal owns?,"Globe Soccer Awards tonight: Saudi Pro League cash king like Ronaldo takes Best Men's Player, or young guns like Yamal prove money can't buy glory? Degens, pick your side.",sports,SETTLED,INVALID,2025-12-29 04:18:15.28+00,2025-12-29 10:18:15.28+00,"Resolves YES if a player currently playing in the Saudi Pro League wins the 'Best Men's Player' award at the 2025 Globe Soccer Awards, as announced on the official Globe Soccer website, ESPN, or BBC Sport.","""[]""",100,0,0,0.00,2025-12-28 16:18:15.285009+00,2025-12-29 10:18:22.42+00
019b65bb-7b7c-7558-88f4-8583a6651289,Saudi cash crowns Best Men's Globe tonight or skill wins?,"Globe Soccer Awards dropping Best Men's Player - will Saudi Pro League money (Ronaldo?) snag it, or does Euro talent like Yamal hold the line?",sports,SETTLED,INVALID,2025-12-29 04:12:24.314+00,2025-12-29 10:12:24.314+00,"Resolves YES if a player currently playing in the Saudi Pro League wins the Best Men's Player award at the 2025 Globe Soccer Awards, as officially announced on the Globe Soccer website or by major outlets like ESPN or BBC Sport.","""[]""",100,0,0,0.00,2025-12-28 16:12:24.318327+00,2025-12-29 10:12:36.81+00
019b65b5-cb1b-7558-88f4-6af973d80df9,Saudi baller bags Best Men's Globe or Yamal dethrones?,Globe Soccer Awards tonight: Saudi Pro League cash vs Lamine Yamal's magic - does the money league snag top men's player or Euro stars own?,sports,SETTLED,INVALID,2025-12-29 04:06:11.481+00,2025-12-29 10:06:11.481+00,"Resolves YES if the 'Best Men's Player' winner at the 2025 Globe Soccer Awards is a player currently in the Saudi Pro League, per official ceremony announcement or globesoccer.com.","""[]""",100,0,0,0.00,2025-12-28 16:06:11.485301+00,2025-12-29 10:06:18.012+00
019b65b0-7eb1-7558-88f3-b40841afb899,Taeil sentencing sparks fan riots or stans cope by Dec30?,NCT's Taeil faces final sentencing amid K-pop scandal - will #JusticeForVictim blow up with protests or #SupportTaeil fizzle?,celebrities,SETTLED,INVALID,2025-12-28 22:00:24.241+00,2025-12-29 04:00:24.241+00,"Resolves YES if major news outlets (BBC, Reuters, Yonhap) report organized fan protests or if #JusticeForVictim or #SupportTaeil trends worldwide top 10 on X/Twitter by end of December 30, 2025.","""[]""",100,0,0,0.00,2025-12-28 16:00:24.246835+00,2025-12-29 04:01:00.062+00
019b65b0-7eb1-7558-88f3-ce59a90d1953,Doumbouya junta prez lock by NYE or Guinea chaos?,Guinea's post-coup election - junta boss Mamadi Doumbouya confirmed winner or opposition cries foul?,politics,SETTLED,INVALID,2025-12-28 22:00:24.241+00,2025-12-29 04:00:24.241+00,"Resolves YES if Gen. Mamadi Doumbouya is officially confirmed as the winner of the Guinea Presidential Election by December 31, 2025, per official election results or national media.","""[]""",100,0,0,0.00,2025-12-28 16:00:24.246835+00,2025-12-29 04:01:13.489+00
019b65b0-7eb2-7558-88f3-d1edc0b589c4,Sault Ste. Marie dumps 35cm+ snow overnight or fluff?,Canada's Sault facing monster dump Dec29-30 - over 35cm new snow or hype miss?,weather,SETTLED,INVALID,2025-12-28 20:00:24.241+00,2025-12-29 02:00:24.241+00,"Resolves YES if Sault Ste. Marie, Canada, officially reports over 35 cm of new snowfall between Sunday evening and Monday night (December 29-30, 2025), per Environment Canada or local weather service.","""[]""",100,0,0,0.00,2025-12-28 16:00:24.246835+00,2025-12-29 02:00:32.158+00
019b65b0-7eb1-7558-88f3-ac304e883237,Saudi baller snags Best Men's Globe tonight or Yamal owns?,Globe Soccer Awards dropping hot takes tonight - Saudi Pro League cash talk or Lamine Yamal's breakout steals the spotlight?,sports,SETTLED,INVALID,2025-12-28 20:00:24.24+00,2025-12-29 02:00:24.24+00,"Resolves YES if a player currently playing in the Saudi Pro League wins the 'Best Men's Player' award at the 2025 Globe Soccer Awards, per official ceremony announcement or GlobeSoccer.com.","""[]""",100,0,0,0.00,2025-12-28 16:00:24.246835+00,2025-12-29 02:00:32.388+00
019b65b0-7eb2-7558-88f3-dcd4074cc98b,Najib files 1MDB appeal bomb by NYE or scandal cooked?,Malaysia ex-PM Najib's corruption saga rages - legal team drops appeal notice or house arrest vibes?,politics,SETTLED,INVALID,2025-12-28 22:00:24.241+00,2025-12-29 04:00:24.241+00,"Resolves YES if Najib Razak's legal team files an official notice of appeal against his 1MDB corruption conviction by December 31, 2025, per court records or Bernama news agency.","""[]""",100,0,0,0.00,2025-12-28 16:00:24.246835+00,2025-12-29 04:00:59.702+00
019b65b0-7eb1-7558-88f3-ba5b94a8b9f0,Winter storm axes 500+ Midwest flights Dec29 or airlines cope?,Massive blizzard slamming Great Lakes - will it cancel 500+ flights tomorrow or do runways hold?,weather,SETTLED,INVALID,2025-12-28 20:00:24.241+00,2025-12-29 02:00:24.241+00,"Resolves YES if at least 500 flights are canceled at U.S. Midwest and Great Lakes airports on December 29, 2025, due to the winter storm, per FlightAware totals or FAA reports.","""[]""",100,0,0,0.00,2025-12-28 16:00:24.246835+00,2025-12-29 02:00:31.316+00
019b65b0-7eb1-7558-88f3-c6e5fbfb7945,Myanmar junta USDP crushes prelims by NYE or shock flip?,Post-coup election results trickling - military-backed USDP declared strongest in initials or upset alert?,politics,SETTLED,INVALID,2025-12-28 22:00:24.241+00,2025-12-29 04:00:24.241+00,"Resolves YES if the military-backed Union Solidarity and Development Party is officially declared the strongest party in the initial results of the Myanmar General Election by December 31, 2025, per official election commission or state media.","""[]""",100,0,0,0.00,2025-12-28 16:00:24.246835+00,2025-12-29 04:00:52.63+00
019b65b0-7eb2-7558-88f3-e5c6af968dfb,Touadéra Russia bro bags CAR term3 by Jan4 or upset?,Central African Republic election - incumbent Touadéra provisional win or alliance crumbles?,politics,SETTLED,INVALID,2025-12-28 22:00:24.241+00,2025-12-29 04:00:24.241+00,"Resolves YES if incumbent President Faustin Archange Touadéra is provisionally declared the winner of a third term in the Central African Republic elections by January 4, 2026, per official election commission.","""[]""",100,0,0,0.00,2025-12-28 16:00:24.246835+00,2025-12-29 04:01:01.43+00
019b65b0-43ba-7558-88f3-96aac4a19dbf,Saudi baller bags Best Men's Globe tonight or Yamal owns?,"Globe Soccer Awards tonight: Saudi Pro League cash grab claims Best Men's Player throne or young guns like Yamal prove money can't buy glory? Degens, time to bet on oil money vs talent.",sports,LIVE,,2025-12-29 16:00:09.144+00,2025-12-29 22:00:09.144+00,"Resolves YES if a player currently playing in the Saudi Pro League is announced as the winner of the 'Best Men's Player' award at the 2025 Globe Soccer Awards, per the official Globe Soccer website or press release.",,,0,0,0.00,2025-12-28 16:00:09.147895+00,
019b65aa-d8e7-7558-88f3-7beedba499ce,Saudi baller bags Best Men's Globe tonight or Yamal owns?,Globe Soccer Awards hitting tonight amid Ronaldo Saudi hype vs Yamal's breakout - does oil money trump pure talent or Euro kings ratio?,sports,SETTLED,INVALID,2025-12-28 19:54:14.116+00,2025-12-29 01:54:14.116+00,"Resolves YES if a player currently playing in the Saudi Pro League wins the 'Best Men's Player' award at the 2025 Globe Soccer Awards, per official announcement on the Globe Soccer website or event.","""[]""",100,0,0,0.00,2025-12-28 15:54:14.123749+00,2025-12-29 01:54:31.005+00
019b65a5-6ae7-7558-88f3-6553b6713f7c,Saudi baller snags Best Men's Globe tonight or Yamal owns?,Globe Soccer Awards hitting tonight amid Saudi league flex - does their cash finally crown a top player or do Euro kids like Yamal shut it down? Soccer power shift vibes.,sports,SETTLED,INVALID,2025-12-28 19:48:18.277+00,2025-12-29 01:48:18.277+00,"Resolves YES if a player currently playing in the Saudi Pro League is announced as the winner of the Best Men's Player award at the 2025 Globe Soccer Awards, verified via official Globe Soccer website or live ceremony broadcast.","""[]""",100,0,0,0.00,2025-12-28 15:48:18.28407+00,2025-12-29 01:48:29.025+00
019b659f-f9aa-7558-88f3-4a556d5fb402,Saudi baller snags Best Men's Globe tonight or Yamal dethrones?,"Globe Soccer Awards tonight: Saudi Pro League cash kings gunning for Best Men's Player glory, or does Yamal steal the spotlight as next GOAT? Soccer degen take szn.",sports,SETTLED,NO,2025-12-28 19:42:21.608+00,2025-12-29 01:42:21.608+00,"Resolves YES if any player currently playing in the Saudi Pro League is announced as the winner of the 'Best Men's Player' award at the 2025 Globe Soccer Awards, per official ceremony results on globesoccer.com or major outlets like ESPN.","""[]""",100,0,0,0.00,2025-12-28 15:42:21.614514+00,2025-12-29 01:42:27.363+00
019b659a-56d0-7558-88f3-369c694eaa99,Saudi baller bags Best Men's Globe tonight or Yamal dethrones?,"Globe Soccer Awards tonight: Saudi Pro League cash finally buys Best Men's Player (CR7 vibes) or does Yamal prove Euro kings still rule? Degens, pick your side in the money vs talent war.",sports,SETTLED,INVALID,2025-12-29 03:36:12.238+00,2025-12-29 09:36:12.238+00,"Resolves YES if a player currently playing in the Saudi Pro League is announced as the winner of the 'Best Men's Player' award at the 2025 Globe Soccer Awards, per the official Globe Soccer website or ceremony broadcast.","""[]""",100,0,0,0.00,2025-12-28 15:36:12.242305+00,2025-12-29 09:36:31.228+00
019b6595-4b1c-7558-88f2-ac3bc39a6398,Taeil sentencing: fan riots or stans cope by Dec30?,"NCT's Moon Taeil faces final sentencing in scandal - will #JusticeForVictim or #SupportTaeil spark organized protests or massive trends, or does K-pop drama fizzle fast?",celebrities,LIVE,,2025-12-30 15:30:41.563+00,2025-12-30 21:30:41.563+00,"Resolves YES if major news outlets (BBC, Reuters, Yonhap News) or Twitter/X Trends report organized fan protests or a significant social media trend (#JusticeForVictim or #SupportTaeil worldwide top trends) regarding Moon Taeil's final sentencing by Dec 30, 2025, 23:59 UTC.",,,0,0,0.00,2025-12-28 15:30:41.566936+00,
019b6595-3fc2-7558-88f2-6db2082fce70,Saudi baller bags Best Men's Globe tonight or CR7 owns?,Globe Soccer Awards heat - can a Saudi Pro League player snatch Best Men's Player from Ronaldo/Yamal tonight? Degens split on cash vs GOAT.,sports,SETTLED,NO,2025-12-28 19:30:38.656+00,2025-12-29 01:30:38.656+00,"Resolves YES if a player currently playing in the Saudi Pro League is announced as the winner of the 'Best Men's Player' award at the 2025 Globe Soccer Awards, per official globesoccer.com announcement.","""[]""",100,0,0,0.00,2025-12-28 15:30:38.664175+00,2025-12-29 01:30:54.388+00
019b6595-3fc3-7558-88f2-9b40c6934770,Touadéra Russia ally bags CAR 3rd term by Jan4 or L?,Central African Rep elections - incumbent Faustin Archange Touadéra provisionally wins third term early Jan? Wagner vibes.,politics,SETTLED,INVALID,2025-12-28 19:30:38.656+00,2025-12-29 01:30:38.656+00,"Resolves YES if incumbent President Faustin Archange Touadéra is provisionally declared the winner of a third term in the Central African Republic elections by January 4, 2026, per official election results or state media.","""[]""",100,0,0,0.00,2025-12-28 15:30:38.664175+00,2025-12-29 01:30:46.92+00
019b6595-3fc2-7558-88f2-7ac970225890,Sault Ste. Marie crushes 35cm snow dump Dec29-30 or fluff?,Canada's Sault locked for epic snow - over 35cm new fall Sun eve to Mon night? Locals betting their shovels.,weather,SETTLED,INVALID,2025-12-28 19:30:38.656+00,2025-12-29 01:30:38.656+00,"Resolves YES if Sault Ste. Marie, Canada, officially reports over 35 cm of new snowfall between Sunday evening and Monday night (December 29-30, 2025), per Environment and Climate Change Canada.","""[]""",100,0,0,0.00,2025-12-28 15:30:38.664175+00,2025-12-29 01:30:48.194+00
019b6595-3fc3-7558-88f2-8b6deed081f3,Myanmar USDP junta tops prelims by NYE or shock upset?,Post-coup election results dropping - military's Union Solidarity party strongest in initials by Dec31? Geopolitics live.,politics,SETTLED,INVALID,2025-12-28 19:30:38.656+00,2025-12-29 01:30:38.656+00,"Resolves YES if the military-backed Union Solidarity and Development Party is officially declared the strongest party in the initial results of the Myanmar General Election by December 31, 2025, per Myanmar election commission or state media.","""[]""",100,0,0,0.00,2025-12-28 15:30:38.664175+00,2025-12-29 01:30:48.667+00
019b6595-3fc2-7558-88f2-801d0b54e31a,#JusticeForVictim blows up Taeil sentencing by Dec30 or stans ghost?,Moon Taeil's final sentencing has Knetz divided - massive protests or trends by tomorrow? Kpop timeline on fire.,celebrities,SETTLED,INVALID,2025-12-28 21:30:38.656+00,2025-12-29 03:30:38.656+00,"Resolves YES if there are organized fan protests or a significant social media trend (#JusticeForVictim or #SupportTaeil) regarding Moon Taeil's final sentencing reported by Yonhap, Soompi, or trending top 10 on X Korea by December 30, 2025.","""[]""",100,0,0,0.00,2025-12-28 15:30:38.664175+00,2025-12-29 03:30:54.366+00
019b6595-3fc3-7558-88f2-95ff2e5fd7fc,Doumbouya junta locks Guinea prez by NYE or opposition flips?,Guinea's first post-coup vote - Gen. Mamadi Doumbouya confirmed winner by Dec31? Military main character arc.,politics,SETTLED,INVALID,2025-12-28 21:30:38.656+00,2025-12-29 03:30:38.656+00,"Resolves YES if Gen. Mamadi Doumbouya is officially confirmed as the winner of the Guinea Presidential Election by December 31, 2025, per Guinea electoral commission or international observers like AFP.","""[]""",100,0,0,0.00,2025-12-28 15:30:38.664175+00,2025-12-29 03:30:45.88+00
019b6595-3fc2-7558-88f2-766bd833291d,Winter storm axes 500+ Midwest flights Dec29 or airlines cope?,Monster blizzard slamming Great Lakes/Midwest - will it cancel 500+ flights tomorrow and ruin holiday travel?,weather,SETTLED,INVALID,2025-12-28 21:30:38.656+00,2025-12-29 03:30:38.656+00,"Resolves YES if at least 500 flights are canceled across U.S. airports in the Midwest and Great Lakes regions on December 29, 2025, due to the winter storm, per FlightAware or FAA reports.","""[]""",100,0,0,0.00,2025-12-28 15:30:38.664175+00,2025-12-29 03:30:44.617+00
019b6595-3fc3-7558-88f2-a294003b230e,Najib files 1MDB appeal by NYE or corruption cooked fr?,Malaysia's Najib Razak scandal saga - legal team drops appeal notice on conviction by Dec31? 1MDB drama peaks.,politics,SETTLED,INVALID,2025-12-28 21:30:38.656+00,2025-12-29 03:30:38.656+00,"Resolves YES if former Malaysian Prime Minister Najib Razak's legal team files an official notice of appeal against his 1MDB corruption conviction by December 31, 2025, per Malaysian court records or Bernama.","""[]""",100,0,0,0.00,2025-12-28 15:30:38.664175+00,2025-12-29 03:30:53.834+00
019b658f-5edd-7558-88f2-5735eb3d039e,Winter storm nukes 500+ Midwest flights Dec29 or airlines cope?,Massive blizzard slamming Midwest/Great Lakes tomorrow - will flight chaos hit 500+ cancellations or do airlines pull off the W? Bet your travel rage.,weather,LIVE,,2025-12-30 15:24:13.404+00,2025-12-30 21:24:13.404+00,"Resolves YES if at least 500 flights are canceled across U.S. airports in the Midwest and Great Lakes regions (IL, IN, MI, MN, OH, WI) on December 29, 2025, due to the winter storm, per FlightAware or FAA reports.",,,0,0,0.00,2025-12-28 15:24:13.407986+00,
019b658a-1f6c-7558-88f2-3aa2aaad963f,LeBron 30+ tonight or father time owns?,"Lakers in must-win spot Sunday night, LeBron fresh off rest - can the aging GOAT drop 30+ or does 40 finally catch up? Degens loading up.",sports,SETTLED,INVALID,2025-12-28 19:18:29.481+00,2025-12-29 01:18:29.481+00,"Resolves YES if LeBron James scores 30 or more points in the Los Angeles Lakers' NBA game on December 28, 2025, per official stats on NBA.com or ESPN.","""[]""",100,0,0,0.00,2025-12-28 15:18:29.487645+00,2025-12-29 01:18:37.963+00
019b6584-b9ad-7558-88f2-20b488ee994f,ETH flips BTC dom <50% before NYE or maxi cope eternal?,BTC's been owning the rally but ETH alts heating up - does dominance crack under 50% by NYE or maxis laugh last in this bullrun?,crypto,LIVE,,2025-12-31 15:12:35.756+00,2025-12-31 21:12:35.756+00,Resolves YES if Bitcoin's market dominance percentage falls below 50% on CoinGecko at any point before 2026-01-01 00:00 UTC.,,,0,0,0.00,2025-12-28 15:12:35.760088+00,
019b657f-2d5a-7558-88f2-08a11ae2ab52,OKC smashes 20C+ Dec29 or winter clapback fr?,"Freak warmth anomaly hitting Oklahoma City tomorrow amid deep winter - Mother Nature trolling or back to freeze? Degens, time to bet the forecast.",weather,LIVE,,2025-12-29 15:06:32.153+00,2025-12-29 21:06:32.153+00,"Resolves YES if the official high temperature in Oklahoma City, OK reaches 20°C (68°F) or higher on December 29, 2025, per NOAA or Weather.com records.",,,0,0,0.00,2025-12-28 15:06:32.156732+00,
019b6579-f7fd-7558-88f1-c19fcffc7175,Dancing Dog 10M TikTok views by tmrw or dud?,Viral pup sensation exploding - hits 10M by Dec29 or fizzles out quick? Meme hunters assemble.,viral,LIVE,,2025-12-29 15:00:50.811+00,2025-12-29 21:00:50.811+00,"Resolves YES if the top 'Dancing Dog' TikTok video reaches 10 million views by 2025-12-29 23:59 UTC, per TikTok verified video.",,,0,0,0.00,2025-12-28 15:00:50.820635+00,
019b6579-f7fd-7558-88f1-bffd02fed713,Solana outage-free til NYE or cooked fr?,SOL chads claim reliability post-outages - survives holiday stretch or another 'maintenance'?,crypto,LIVE,,2025-12-31 15:00:50.811+00,2025-12-31 21:00:50.811+00,Resolves YES if no major Solana mainnet outage (downtime over 60 minutes) is reported on status.solana.com from 2025-12-29 00:00 to 2025-12-31 23:59 UTC.,,,0,0,0.00,2025-12-28 15:00:50.820635+00,
019b6579-f7fd-7558-88f1-b3555b9e627c,Hot Take series <60 Metacritic 24h post-premiere?,Buzzworthy new streamer drops tonight - critics pan it hard or underrated gem?,tv,LIVE,,2025-12-29 15:00:50.811+00,2025-12-29 21:00:50.811+00,Resolves YES if the new streaming series 'The Hot Take' receives a Metacritic score below 60 within 24 hours of its 2025-12-28 premiere.,,,0,0,0.00,2025-12-28 15:00:50.820635+00,
019b6579-f7fd-7558-88f1-abf0b9b6174b,Galaxy Quest 2 $50M OW smash or nostalgia L?,Cult fave sequel hits theaters this weekend - box office nostalgia gold or dated flop?,movies,LIVE,,2025-12-30 15:00:50.811+00,2025-12-30 21:00:50.811+00,Resolves YES if Galaxy Quest 2 domestic opening weekend box office exceeds $50 million USD as reported by Box Office Mojo by 2025-12-30.,,,0,0,0.00,2025-12-28 15:00:50.820635+00,
019b6579-f7fc-7558-88f1-8c6e358acd70,Shai 30+ bomb vs Wolves tonight or MVP cooked?,OKC's Shai facing Wolves in key matchup tonight - MVP lock or just hype? Thunder fans betting big on the takeover.,sports,SETTLED,INVALID,2025-12-29 03:00:50.811+00,2025-12-29 09:00:50.811+00,"Resolves YES if Shai Gilgeous-Alexander scores 30 or more points in the Oklahoma City Thunder vs Minnesota Timberwolves NBA game on 2025-12-28, per official NBA.com stats.","""[]""",100,0,0,0.00,2025-12-28 15:00:50.820635+00,2025-12-29 09:01:02.506+00
